,Bay_id,Status,Hour,Minutes,DayOfWeek,Date
191,1002,Unoccupied,9,30,Wednesday,2021-08-04
192,1003,Unoccupied,9,30,Wednesday,2021-08-04
193,1004,Unoccupied,9,30,Wednesday,2021-08-04
194,1005,Unoccupied,9,30,Wednesday,2021-08-04
195,1001,Present,9,45,Wednesday,2021-08-04
196,1002,Present,9,45,Wednesday,2021-08-04
197,1003,Present,9,45,Wednesday,2021-08-04
198,1004,Unoccupied,9,45,Wednesday,2021-08-04
199,1005,Present,9,45,Wednesday,2021-08-04
200,1001,Present,10,0,Wednesday,2021-08-04
201,1002,Unoccupied,10,0,Wednesday,2021-08-04
202,1003,Present,10,0,Wednesday,2021-08-04
203,1004,Unoccupied,10,0,Wednesday,2021-08-04
204,1005,Unoccupied,10,0,Wednesday,2021-08-04
205,1001,Present,10,15,Wednesday,2021-08-04
206,1002,Present,10,15,Wednesday,2021-08-04
207,1003,Unoccupied,10,15,Wednesday,2021-08-04
208,1004,Unoccupied,10,15,Wednesday,2021-08-04
209,1005,Unoccupied,10,15,Wednesday,2021-08-04
210,1001,Unoccupied,10,30,Wednesday,2021-08-04
211,1002,Present,10,30,Wednesday,2021-08-04
212,1003,Present,10,30,Wednesday,2021-08-04
213,1004,Present,10,30,Wednesday,2021-08-04
214,1005,Unoccupied,10,30,Wednesday,2021-08-04
215,1001,Unoccupied,10,45,Wednesday,2021-08-04
216,1002,Unoccupied,10,45,Wednesday,2021-08-04
217,1003,Unoccupied,10,45,Wednesday,2021-08-04
218,1004,Present,10,45,Wednesday,2021-08-04
219,1005,Unoccupied,10,45,Wednesday,2021-08-04
220,1001,Present,11,0,Wednesday,2021-08-04
221,1002,Present,11,0,Wednesday,2021-08-04
222,1003,Unoccupied,11,0,Wednesday,2021-08-04
223,1004,Unoccupied,11,0,Wednesday,2021-08-04
224,1005,Unoccupied,11,0,Wednesday,2021-08-04
225,1001,Present,11,15,Wednesday,2021-08-04
226,1002,Unoccupied,11,15,Wednesday,2021-08-04
227,1003,Present,11,15,Wednesday,2021-08-04
228,1004,Unoccupied,11,15,Wednesday,2021-08-04
229,1005,Unoccupied,11,15,Wednesday,2021-08-04
230,1001,Unoccupied,11,30,Wednesday,2021-08-04
231,1002,Present,11,30,Wednesday,2021-08-04
232,1003,Unoccupied,11,30,Wednesday,2021-08-04
233,1004,Present,11,30,Wednesday,2021-08-04
234,1005,Present,11,30,Wednesday,2021-08-04
235,1001,Unoccupied,11,45,Wednesday,2021-08-04
236,1002,Present,11,45,Wednesday,2021-08-04
237,1003,Present,11,45,Wednesday,2021-08-04
238,1004,Present,11,45,Wednesday,2021-08-04
239,1005,Unoccupied,11,45,Wednesday,2021-08-04
240,1001,Present,12,0,Wednesday,2021-08-04
241,1002,Present,12,0,Wednesday,2021-08-04
242,1003,Unoccupied,12,0,Wednesday,2021-08-04
243,1004,Unoccupied,12,0,Wednesday,2021-08-04
244,1005,Present,12,0,Wednesday,2021-08-04
245,1001,Unoccupied,12,15,Wednesday,2021-08-04
246,1002,Unoccupied,12,15,Wednesday,2021-08-04
247,1003,Unoccupied,12,15,Wednesday,2021-08-04
248,1004,Present,12,15,Wednesday,2021-08-04
249,1005,Present,12,15,Wednesday,2021-08-04
250,1001,Present,12,30,Wednesday,2021-08-04
251,1002,Present,12,30,Wednesday,2021-08-04
252,1003,Unoccupied,12,30,Wednesday,2021-08-04
253,1004,Unoccupied,12,30,Wednesday,2021-08-04
254,1005,Unoccupied,12,30,Wednesday,2021-08-04
255,1001,Present,12,45,Wednesday,2021-08-04
256,1002,Unoccupied,12,45,Wednesday,2021-08-04
257,1003,Unoccupied,12,45,Wednesday,2021-08-04
258,1004,Present,12,45,Wednesday,2021-08-04
259,1005,Present,12,45,Wednesday,2021-08-04
260,1001,Present,13,0,Wednesday,2021-08-04
261,1002,Present,13,0,Wednesday,2021-08-04
262,1003,Present,13,0,Wednesday,2021-08-04
263,1004,Unoccupied,13,0,Wednesday,2021-08-04
264,1005,Unoccupied,13,0,Wednesday,2021-08-04
265,1001,Present,13,15,Wednesday,2021-08-04
266,1002,Present,13,15,Wednesday,2021-08-04
267,1003,Unoccupied,13,15,Wednesday,2021-08-04
268,1004,Present,13,15,Wednesday,2021-08-04
269,1005,Present,13,15,Wednesday,2021-08-04
270,1001,Present,13,30,Wednesday,2021-08-04
271,1002,Present,13,30,Wednesday,2021-08-04
272,1003,Present,13,30,Wednesday,2021-08-04
273,1004,Present,13,30,Wednesday,2021-08-04
274,1005,Present,13,30,Wednesday,2021-08-04
275,1001,Present,13,45,Wednesday,2021-08-04
276,1002,Present,13,45,Wednesday,2021-08-04
277,1003,Unoccupied,13,45,Wednesday,2021-08-04
278,1004,Present,13,45,Wednesday,2021-08-04
279,1005,Unoccupied,13,45,Wednesday,2021-08-04
280,1001,Unoccupied,14,0,Wednesday,2021-08-04
281,1002,Present,14,0,Wednesday,2021-08-04
282,1003,Present,14,0,Wednesday,2021-08-04
283,1004,Unoccupied,14,0,Wednesday,2021-08-04
284,1005,Present,14,0,Wednesday,2021-08-04
285,1001,Present,14,15,Wednesday,2021-08-04
286,1002,Unoccupied,14,15,Wednesday,2021-08-04
287,1003,Unoccupied,14,15,Wednesday,2021-08-04
288,1004,Present,14,15,Wednesday,2021-08-04
289,1005,Present,14,15,Wednesday,2021-08-04
290,1001,Unoccupied,14,30,Wednesday,2021-08-04
291,1002,Present,14,30,Wednesday,2021-08-04
292,1003,Present,14,30,Wednesday,2021-08-04
293,1004,Present,14,30,Wednesday,2021-08-04
294,1005,Unoccupied,14,30,Wednesday,2021-08-04
295,1001,Present,14,45,Wednesday,2021-08-04
296,1002,Present,14,45,Wednesday,2021-08-04
297,1003,Unoccupied,14,45,Wednesday,2021-08-04
298,1004,Unoccupied,14,45,Wednesday,2021-08-04
299,1005,Unoccupied,14,45,Wednesday,2021-08-04
300,1001,Unoccupied,15,0,Wednesday,2021-08-04
301,1002,Unoccupied,15,0,Wednesday,2021-08-04
302,1003,Unoccupied,15,0,Wednesday,2021-08-04
303,1004,Present,15,0,Wednesday,2021-08-04
304,1005,Present,15,0,Wednesday,2021-08-04
305,1001,Present,15,15,Wednesday,2021-08-04
306,1002,Unoccupied,15,15,Wednesday,2021-08-04
307,1003,Unoccupied,15,15,Wednesday,2021-08-04
308,1004,Unoccupied,15,15,Wednesday,2021-08-04
309,1005,Present,15,15,Wednesday,2021-08-04
310,1001,Present,15,30,Wednesday,2021-08-04
311,1002,Present,15,30,Wednesday,2021-08-04
312,1003,Present,15,30,Wednesday,2021-08-04
313,1004,Present,15,30,Wednesday,2021-08-04
314,1005,Present,15,30,Wednesday,2021-08-04
315,1001,Present,15,45,Wednesday,2021-08-04
316,1002,Unoccupied,15,45,Wednesday,2021-08-04
317,1003,Present,15,45,Wednesday,2021-08-04
318,1004,Unoccupied,15,45,Wednesday,2021-08-04
319,1005,Unoccupied,15,45,Wednesday,2021-08-04
320,1001,Unoccupied,16,0,Wednesday,2021-08-04
321,1002,Present,16,0,Wednesday,2021-08-04
322,1003,Unoccupied,16,0,Wednesday,2021-08-04
323,1004,Present,16,0,Wednesday,2021-08-04
324,1005,Unoccupied,16,0,Wednesday,2021-08-04
325,1001,Unoccupied,16,15,Wednesday,2021-08-04
326,1002,Unoccupied,16,15,Wednesday,2021-08-04
327,1003,Present,16,15,Wednesday,2021-08-04
328,1004,Unoccupied,16,15,Wednesday,2021-08-04
329,1005,Present,16,15,Wednesday,2021-08-04
330,1001,Unoccupied,16,30,Wednesday,2021-08-04
331,1002,Unoccupied,16,30,Wednesday,2021-08-04
332,1003,Unoccupied,16,30,Wednesday,2021-08-04
333,1004,Present,16,30,Wednesday,2021-08-04
334,1005,Unoccupied,16,30,Wednesday,2021-08-04
335,1001,Unoccupied,16,45,Wednesday,2021-08-04
336,1002,Present,16,45,Wednesday,2021-08-04
337,1003,Present,16,45,Wednesday,2021-08-04
338,1004,Present,16,45,Wednesday,2021-08-04
339,1005,Present,16,45,Wednesday,2021-08-04
340,1001,Present,17,0,Wednesday,2021-08-04
341,1002,Unoccupied,17,0,Wednesday,2021-08-04
342,1003,Present,17,0,Wednesday,2021-08-04
343,1004,Unoccupied,17,0,Wednesday,2021-08-04
344,1005,Present,17,0,Wednesday,2021-08-04
345,1001,Unoccupied,17,15,Wednesday,2021-08-04
346,1002,Unoccupied,17,15,Wednesday,2021-08-04
347,1003,Unoccupied,17,15,Wednesday,2021-08-04
348,1004,Present,17,15,Wednesday,2021-08-04
349,1005,Present,17,15,Wednesday,2021-08-04
350,1001,Unoccupied,17,30,Wednesday,2021-08-04
351,1002,Present,17,30,Wednesday,2021-08-04
352,1003,Present,17,30,Wednesday,2021-08-04
353,1004,Present,17,30,Wednesday,2021-08-04
354,1005,Unoccupied,17,30,Wednesday,2021-08-04
355,1001,Unoccupied,17,45,Wednesday,2021-08-04
356,1002,Present,17,45,Wednesday,2021-08-04
357,1003,Unoccupied,17,45,Wednesday,2021-08-04
358,1004,Unoccupied,17,45,Wednesday,2021-08-04
359,1005,Present,17,45,Wednesday,2021-08-04
360,1001,Present,18,0,Wednesday,2021-08-04
361,1002,Unoccupied,18,0,Wednesday,2021-08-04
362,1003,Present,18,0,Wednesday,2021-08-04
363,1004,Unoccupied,18,0,Wednesday,2021-08-04
364,1005,Present,18,0,Wednesday,2021-08-04
365,1001,Unoccupied,18,15,Wednesday,2021-08-04
366,1002,Present,18,15,Wednesday,2021-08-04
367,1003,Present,18,15,Wednesday,2021-08-04
368,1004,Present,18,15,Wednesday,2021-08-04
369,1005,Unoccupied,18,15,Wednesday,2021-08-04
370,1001,Present,18,30,Wednesday,2021-08-04
371,1002,Unoccupied,18,30,Wednesday,2021-08-04
372,1003,Unoccupied,18,30,Wednesday,2021-08-04
373,1004,Unoccupied,18,30,Wednesday,2021-08-04
374,1005,Present,18,30,Wednesday,2021-08-04
375,1001,Present,18,45,Wednesday,2021-08-04
376,1002,Present,18,45,Wednesday,2021-08-04
377,1003,Unoccupied,18,45,Wednesday,2021-08-04
378,1004,Present,18,45,Wednesday,2021-08-04
379,1005,Present,18,45,Wednesday,2021-08-04
380,1001,Present,19,0,Wednesday,2021-08-04
381,1002,Unoccupied,19,0,Wednesday,2021-08-04
382,1003,Present,19,0,Wednesday,2021-08-04
383,1004,Present,19,0,Wednesday,2021-08-04
384,1005,Unoccupied,19,0,Wednesday,2021-08-04
385,1001,Present,19,15,Wednesday,2021-08-04
386,1002,Unoccupied,19,15,Wednesday,2021-08-04
387,1003,Unoccupied,19,15,Wednesday,2021-08-04
388,1004,Present,19,15,Wednesday,2021-08-04
389,1005,Unoccupied,19,15,Wednesday,2021-08-04
390,1001,Present,19,30,Wednesday,2021-08-04
391,1002,Unoccupied,19,30,Wednesday,2021-08-04
392,1003,Unoccupied,19,30,Wednesday,2021-08-04
393,1004,Unoccupied,19,30,Wednesday,2021-08-04
394,1005,Present,19,30,Wednesday,2021-08-04
395,1001,Unoccupied,19,45,Wednesday,2021-08-04
396,1002,Unoccupied,19,45,Wednesday,2021-08-04
397,1003,Present,19,45,Wednesday,2021-08-04
398,1004,Present,19,45,Wednesday,2021-08-04
399,1005,Unoccupied,19,45,Wednesday,2021-08-04
400,1001,Unoccupied,20,0,Wednesday,2021-08-04
401,1002,Present,20,0,Wednesday,2021-08-04
402,1003,Unoccupied,20,0,Wednesday,2021-08-04
403,1004,Unoccupied,20,0,Wednesday,2021-08-04
404,1005,Present,20,0,Wednesday,2021-08-04
405,1001,Present,20,15,Wednesday,2021-08-04
406,1002,Present,20,15,Wednesday,2021-08-04
407,1003,Present,20,15,Wednesday,2021-08-04
408,1004,Unoccupied,20,15,Wednesday,2021-08-04
409,1005,Unoccupied,20,15,Wednesday,2021-08-04
410,1001,Present,20,30,Wednesday,2021-08-04
411,1002,Unoccupied,20,30,Wednesday,2021-08-04
412,1003,Unoccupied,20,30,Wednesday,2021-08-04
413,1004,Unoccupied,20,30,Wednesday,2021-08-04
414,1005,Unoccupied,20,30,Wednesday,2021-08-04
415,1001,Unoccupied,20,45,Wednesday,2021-08-04
416,1002,Present,20,45,Wednesday,2021-08-04
417,1003,Present,20,45,Wednesday,2021-08-04
418,1004,Unoccupied,20,45,Wednesday,2021-08-04
419,1005,Present,20,45,Wednesday,2021-08-04
420,1001,Unoccupied,21,0,Wednesday,2021-08-04
421,1002,Present,21,0,Wednesday,2021-08-04
422,1003,Unoccupied,21,0,Wednesday,2021-08-04
423,1004,Present,21,0,Wednesday,2021-08-04
424,1005,Present,21,0,Wednesday,2021-08-04
425,1001,Present,21,15,Wednesday,2021-08-04
426,1002,Unoccupied,21,15,Wednesday,2021-08-04
427,1003,Unoccupied,21,15,Wednesday,2021-08-04
428,1004,Unoccupied,21,15,Wednesday,2021-08-04
429,1005,Unoccupied,21,15,Wednesday,2021-08-04
430,1001,Present,21,30,Wednesday,2021-08-04
431,1002,Unoccupied,21,30,Wednesday,2021-08-04
432,1003,Present,21,30,Wednesday,2021-08-04
433,1004,Present,21,30,Wednesday,2021-08-04
434,1005,Unoccupied,21,30,Wednesday,2021-08-04
435,1001,Present,21,45,Wednesday,2021-08-04
436,1002,Unoccupied,21,45,Wednesday,2021-08-04
437,1003,Unoccupied,21,45,Wednesday,2021-08-04
438,1004,Unoccupied,21,45,Wednesday,2021-08-04
439,1005,Unoccupied,21,45,Wednesday,2021-08-04
440,1001,Present,22,0,Wednesday,2021-08-04
441,1002,Present,22,0,Wednesday,2021-08-04
442,1003,Unoccupied,22,0,Wednesday,2021-08-04
443,1004,Unoccupied,22,0,Wednesday,2021-08-04
444,1005,Present,22,0,Wednesday,2021-08-04
445,1001,Unoccupied,22,15,Wednesday,2021-08-04
446,1002,Unoccupied,22,15,Wednesday,2021-08-04
447,1003,Unoccupied,22,15,Wednesday,2021-08-04
448,1004,Present,22,15,Wednesday,2021-08-04
449,1005,Unoccupied,22,15,Wednesday,2021-08-04
450,1001,Present,22,30,Wednesday,2021-08-04
451,1002,Unoccupied,22,30,Wednesday,2021-08-04
452,1003,Unoccupied,22,30,Wednesday,2021-08-04
453,1004,Unoccupied,22,30,Wednesday,2021-08-04
454,1005,Present,22,30,Wednesday,2021-08-04
455,1001,Present,22,45,Wednesday,2021-08-04
456,1002,Present,22,45,Wednesday,2021-08-04
457,1003,Present,22,45,Wednesday,2021-08-04
458,1004,Present,22,45,Wednesday,2021-08-04
459,1005,Unoccupied,22,45,Wednesday,2021-08-04
460,1001,Present,23,0,Wednesday,2021-08-04
461,1002,Unoccupied,23,0,Wednesday,2021-08-04
462,1003,Unoccupied,23,0,Wednesday,2021-08-04
463,1004,Present,23,0,Wednesday,2021-08-04
464,1005,Unoccupied,23,0,Wednesday,2021-08-04
465,1001,Unoccupied,23,15,Wednesday,2021-08-04
466,1002,Present,23,15,Wednesday,2021-08-04
467,1003,Present,23,15,Wednesday,2021-08-04
468,1004,Unoccupied,23,15,Wednesday,2021-08-04
469,1005,Unoccupied,23,15,Wednesday,2021-08-04
470,1001,Present,23,30,Wednesday,2021-08-04
471,1002,Present,23,30,Wednesday,2021-08-04
472,1003,Unoccupied,23,30,Wednesday,2021-08-04
473,1004,Present,23,30,Wednesday,2021-08-04
474,1005,Unoccupied,23,30,Wednesday,2021-08-04
475,1001,Unoccupied,23,45,Wednesday,2021-08-04
476,1002,Unoccupied,23,45,Wednesday,2021-08-04
477,1003,Unoccupied,23,45,Wednesday,2021-08-04
478,1004,Unoccupied,23,45,Wednesday,2021-08-04
479,1005,Unoccupied,23,45,Wednesday,2021-08-04
480,1001,Present,0,0,Thursday,2021-08-05
481,1002,Unoccupied,0,0,Thursday,2021-08-05
482,1003,Present,0,0,Thursday,2021-08-05
483,1004,Unoccupied,0,0,Thursday,2021-08-05
484,1005,Present,0,0,Thursday,2021-08-05
485,1001,Unoccupied,0,15,Thursday,2021-08-05
486,1002,Present,0,15,Thursday,2021-08-05
487,1003,Present,0,15,Thursday,2021-08-05
488,1004,Present,0,15,Thursday,2021-08-05
489,1005,Present,0,15,Thursday,2021-08-05
490,1001,Unoccupied,0,30,Thursday,2021-08-05
491,1002,Present,0,30,Thursday,2021-08-05
492,1003,Present,0,30,Thursday,2021-08-05
493,1004,Unoccupied,0,30,Thursday,2021-08-05
494,1005,Present,0,30,Thursday,2021-08-05
495,1001,Unoccupied,0,45,Thursday,2021-08-05
496,1002,Unoccupied,0,45,Thursday,2021-08-05
497,1003,Unoccupied,0,45,Thursday,2021-08-05
498,1004,Unoccupied,0,45,Thursday,2021-08-05
499,1005,Unoccupied,0,45,Thursday,2021-08-05
500,1001,Unoccupied,1,0,Thursday,2021-08-05
501,1002,Present,1,0,Thursday,2021-08-05
502,1003,Present,1,0,Thursday,2021-08-05
503,1004,Present,1,0,Thursday,2021-08-05
504,1005,Unoccupied,1,0,Thursday,2021-08-05
505,1001,Unoccupied,1,15,Thursday,2021-08-05
506,1002,Present,1,15,Thursday,2021-08-05
507,1003,Present,1,15,Thursday,2021-08-05
508,1004,Present,1,15,Thursday,2021-08-05
509,1005,Present,1,15,Thursday,2021-08-05
510,1001,Present,1,30,Thursday,2021-08-05
511,1002,Present,1,30,Thursday,2021-08-05
512,1003,Unoccupied,1,30,Thursday,2021-08-05
513,1004,Unoccupied,1,30,Thursday,2021-08-05
514,1005,Present,1,30,Thursday,2021-08-05
515,1001,Unoccupied,1,45,Thursday,2021-08-05
516,1002,Present,1,45,Thursday,2021-08-05
